Id,Name,Gender,Email,EmailName,Domain,CompanyEmail,RegionCode,Phone,EmpPhone,FaxNumber,CitizenIdentification,Role,Department,Location,University,Birthday,StartDay,OfficialDay,ContractStatus,ContractStartDay,ContractEndDay,BaseSalary,base-net,BankName,BankAccountNumber,GrossSalary,NetSalary,net-gos,Manager,ProjectName,LinkCV,WorkingModel,Effort,WorkingTime,DateCreated,DateModified
222,Hoàng Mạnh Toàn,Male,dwinn65@mapy.cz,dwinn65,@solutiondtk.com,dwinn65@solutiondtk.com,84,338-671-6980,+84 338-671-6980,0113-0799,0093-0892,Software Engineer,Management,Ho Chi Minh,Petrozavodsk State University,29/03/00,20/03/21,20/05/21,Probation,9/21/2021,9/27/2022,"$14.098.737,04","$3.506.428,92",HSBC,50844-185,"$19.136.261,92","$10.592.308,12","-$8.543.953,80",Dennis Winn,INDEN,https://examiner.com/non/pretium/quis/lectus.xml?id=elit&nulla=proin&ultrices=risus&aliquet=praesent&maecenas=lectus&leo=vestibulum&odio=quam&condimentum=sapien&id=varius&luctus=ut&nec=blandit&molestie=non&sed=interdum&justo=in&pellentesque=ante&viverra=vestibulum&pede=ante&ac=ipsum&diam=primis&cras=in&pellentesque=faucibus&volutpat=orci&dui=luctus&maecenas=et&tristique=ultrices&est=posuere&et=cubilia&tempus=curae&semper=duis&est=faucibus&quam=accumsan&pharetra=odio&magna=curabitur&ac=convallis&consequat=duis&metus=consequat&sapien=dui&ut=nec&nunc=nisi&vestibulum=volutpat&ante=eleifend&ipsum=donec&primis=ut&in=dolor&faucibus=morbi&orci=vel&luctus=lectus&et=in&ultrices=quam&posuere=fringilla&cubilia=rhoncus&curae=mauris&mauris=enim&viverra=leo&diam=rhoncus&vitae=sed&quam=vestibulum&suspendisse=sit&potenti=amet&nullam=cursus&porttitor=id&lacus=turpis&at=integer&turpis=aliquet&donec=massa&posuere=id&metus=lobortis&vitae=convallis&ipsum=tortor&aliquam=risus&non=dapibus&mauris=augue&morbi=vel&non=accumsan&lectus=tellus&aliquam=nisi&sit=eu&amet=orci&diam=mauris,Part time,100,Online,10/18/2021,10/18/2021
223,Võ Hùng Dương,Female,plehemann66@census.gov,plehemann66,@solutiondtk.com,plehemann66@solutiondtk.com,84,811-446-9775,+84 811-446-9775,68345-883,0409-4050,Content Marketing,Management,Ho Chi Minh,National Taiwan College of Physical Education and Sports,5/6/1999,24/01/21,24/03/21,Probation,12/1/2021,7/28/2022,"$24.768.540,28","$13.405.327,44",HSBC,49738-065,"$21.086.663,36","$11.363.212,84","-$9.723.450,52",Pegeen Lehemann,INDEN,https://fc2.com/dolor/sit/amet/consectetuer.jpg?lacinia=maecenas&sapien=tincidunt&quis=lacus&libero=at&nullam=velit&sit=vivamus&amet=vel&turpis=nulla&elementum=eget&ligula=eros&vehicula=elementum&consequat=pellentesque&morbi=quisque&a=porta&ipsum=volutpat&integer=erat&a=quisque&nibh=erat&in=eros&quis=viverra&justo=eget&maecenas=congue&rhoncus=eget&aliquam=semper&lacus=rutrum&morbi=nulla&quis=nunc&tortor=purus&id=phasellus&nulla=in&ultrices=felis&aliquet=donec&maecenas=semper&leo=sapien&odio=a&condimentum=libero&id=nam&luctus=dui&nec=proin&molestie=leo&sed=odio&justo=porttitor&pellentesque=id&viverra=consequat&pede=in&ac=consequat&diam=ut,Full time,100,Online,12/11/2021,4/20/2022
225,Nguyen Thiet Minh Duc,Male,gdavidovic68@ebay.co.uk,gdavidovic68,@solutiondtk.com,gdavidovic68@solutiondtk.com,84,917-240-8644,+84 917-240-8644,68084-267,0093-7256,Designer,Technology,Ho Chi Minh,Universidad Técnica de Ambato,24/06/00,24/12/21,24/02/22,Infinity,6/11/2020,,"$20.787.268,00","$5.656.723,58",HSBC,55154-4760,"$18.980.725,69","$15.130.544,42","-$3.850.181,27",Guthrey Davidovic,SISS,https://rakuten.co.jp/lectus/in.json?dolor=justo&sit=sollicitudin&amet=ut&consectetuer=suscipit&adipiscing=a&elit=feugiat&proin=et&interdum=eros&mauris=vestibulum&non=ac&ligula=est&pellentesque=lacinia&ultrices=nisi&phasellus=venenatis&id=tristique&sapien=fusce&in=congue&sapien=diam&iaculis=id&congue=ornare&vivamus=imperdiet&metus=sapien&arcu=urna&adipiscing=pretium&molestie=nisl&hendrerit=ut&at=volutpat&vulputate=sapien&vitae=arcu&nisl=sed&aenean=augue&lectus=aliquam&pellentesque=erat&eget=volutpat&nunc=in&donec=congue&quis=etiam&orci=justo&eget=etiam&orci=pretium&vehicula=iaculis&condimentum=justo&curabitur=in&in=hac&libero=habitasse&ut=platea&massa=dictumst&volutpat=etiam&convallis=faucibus&morbi=cursus&odio=urna&odio=ut&elementum=tellus&eu=nulla&interdum=ut&eu=erat&tincidunt=id&in=mauris&leo=vulputate&maecenas=elementum,Part time,80,Hybrid,12/20/2021,7/29/2022
226,Đỗ Việt Dũng,Female,skingscote69@businesswire.com,skingscote69,@solutiondtk.com,skingscote69@solutiondtk.com,84,488-502-8335,+84 488-502-8335,58118-0902,0187-3751,Data Engineer,Management,Hanoi,"Institute of Teachers Education, Sultan Mizan",13/05/99,23/11/21,23/01/22,Probation,9/19/2021,3/6/2022,"$22.416.599,89","$14.042.947,43",HSBC,53603-1002,"$22.824.565,46","$8.373.652,46","-$14.450.913,00",Sibel Kingscote,OTLS,http://flickr.com/semper/sapien/a/libero/nam.html?rhoncus=in&mauris=purus&enim=eu&leo=magna&rhoncus=vulputate&sed=luctus&vestibulum=cum&sit=sociis&amet=natoque&cursus=penatibus&id=et&turpis=magnis&integer=dis&aliquet=parturient&massa=montes&id=nascetur&lobortis=ridiculus&convallis=mus&tortor=vivamus&risus=vestibulum&dapibus=sagittis&augue=sapien&vel=cum&accumsan=sociis&tellus=natoque,Full time,80,Offline,3/1/2022,8/13/2022
229,Bùi Hoàng Trâm,Female,cscimoni6c@thetimes.co.uk,cscimoni6c,@solutiondtk.com,cscimoni6c@solutiondtk.com,84,728-654-1158,+84 728-654-1158,43742-0213,53329-938,Admin,Management,Da Nang,City University Athens,16/01/97,3/1/2022,3/3/2022,Infinity,7/29/2020,,"$11.550.664,39","$849.618,22",HSBC,49967-893,"$23.552.140,64","$10.701.046,17","-$12.851.094,47",Cherianne Scimoni,EMBI,http://mit.edu/elementum/eu/interdum/eu/tincidunt.html?morbi=et&odio=ultrices&odio=posuere&elementum=cubilia&eu=curae&interdum=nulla&eu=dapibus&tincidunt=dolor&in=vel&leo=est&maecenas=donec&pulvinar=odio&lobortis=justo&est=sollicitudin&phasellus=ut&sit=suscipit&amet=a&erat=feugiat&nulla=et&tempus=eros&vivamus=vestibulum&in=ac&felis=est&eu=lacinia,Part time,100,Hybrid,4/22/2022,4/25/2022
231,Cao Đức Thành,Agender,sbacchus6e@flickr.com,sbacchus6e,@solutiondtk.com,sbacchus6e@solutiondtk.com,84,984-314-7286,+84 984-314-7286,0179-0150,68016-193,Data Engineer,Marketing,Hanoi,Wartburg College,12/3/1996,13/10/21,13/12/21,Probation,4/22/2020,1/10/2023,"$22.875.522,14","$14.764.431,80",HSBC,51285-424,"$10.878.464,64","$8.111.090,34","-$2.767.374,30",Shandeigh Bacchus,OTLS,https://multiply.com/volutpat/sapien/arcu/sed/augue.jsp?eget=ultrices&massa=erat&tempor=tortor&convallis=sollicitudin&nulla=mi&neque=sit&libero=amet&convallis=lobortis&eget=sapien&eleifend=sapien&luctus=non&ultricies=mi&eu=integer&nibh=ac&quisque=neque&id=duis&justo=bibendum&sit=morbi&amet=non&sapien=quam&dignissim=nec&vestibulum=dui&vestibulum=luctus&ante=rutrum&ipsum=nulla&primis=tellus&in=in&faucibus=sagittis&orci=dui&luctus=vel&et=nisl&ultrices=duis&posuere=ac&cubilia=nibh&curae=fusce&nulla=lacus&dapibus=purus&dolor=aliquet&vel=at&est=feugiat&donec=non&odio=pretium&justo=quis&sollicitudin=lectus&ut=suspendisse&suscipit=potenti&a=in&feugiat=eleifend&et=quam&eros=a&vestibulum=odio&ac=in&est=hac&lacinia=habitasse&nisi=platea&venenatis=dictumst&tristique=maecenas&fusce=ut&congue=massa&diam=quis&id=augue,Full time,100,Online,3/22/2022,11/26/2021
233,Nguyễn Đăng Vũ,Female,cturley6g@wikipedia.org,cturley6g,@solutiondtk.com,cturley6g@solutiondtk.com,84,541-650-1208,+84 541-650-1208,0054-4301,35000-608,Accountant,Sales,Da Nang,Universitas Lancang Kuning,9/1/1997,23/12/20,23/02/21,Infinity,6/9/2020,,"$17.637.430,93","$7.090.923,19",HSBC,76095-101,"$25.443.305,51","$10.546.507,74","-$14.896.797,77",Claresta Turley,INDEN,https://networkadvertising.org/aliquam/lacus/morbi/quis/tortor.html?sagittis=est&dui=risus&vel=auctor&nisl=sed&duis=tristique&ac=in&nibh=tempus&fusce=sit&lacus=amet&purus=sem&aliquet=fusce&at=consequat&feugiat=nulla&non=nisl&pretium=nunc&quis=nisl&lectus=duis&suspendisse=bibendum&potenti=felis&in=sed&eleifend=interdum&quam=venenatis&a=turpis&odio=enim&in=blandit&hac=mi&habitasse=in&platea=porttitor&dictumst=pede&maecenas=justo&ut=eu&massa=massa&quis=donec&augue=dapibus&luctus=duis&tincidunt=at&nulla=velit&mollis=eu&molestie=est&lorem=congue&quisque=elementum&ut=in&erat=hac&curabitur=habitasse&gravida=platea&nisi=dictumst&at=morbi&nibh=vestibulum&in=velit&hac=id&habitasse=pretium&platea=iaculis&dictumst=diam&aliquam=erat&augue=fermentum&quam=justo&sollicitudin=nec&vitae=condimentum&consectetuer=neque&eget=sapien&rutrum=placerat&at=ante&lorem=nulla&integer=justo&tincidunt=aliquam&ante=quis&vel=turpis&ipsum=eget,Full time,80,Offline,12/10/2021,9/11/2022
235,Ngô Minh Huy,Male,etouzey6i@lycos.com,etouzey6i,@solutiondtk.com,etouzey6i@solutiondtk.com,84,917-939-7822,+84 917-939-7822,61919-364,75936-123,Sales,Marketing,Hanoi,Universidad Adventista de Colombia,13/11/99,28/02/20,28/04/20,1 Year,9/11/2020,4/5/2023,"$18.955.093,07","$11.341.163,47",HSBC,61856-101,"$17.252.848,98","$7.613.929,60","-$9.638.919,38",Engelbert Touzey,INDEN,http://pbs.org/nullam.png?magna=non&bibendum=mauris&imperdiet=morbi&nullam=non&orci=lectus&pede=aliquam&venenatis=sit&non=amet&sodales=diam&sed=in&tincidunt=magna&eu=bibendum&felis=imperdiet&fusce=nullam&posuere=orci&felis=pede&sed=venenatis&lacus=non&morbi=sodales&sem=sed&mauris=tincidunt&laoreet=eu&ut=felis&rhoncus=fusce,Full time,100,Hybrid,1/30/2022,7/20/2022
236,Nguyễn Phương Mai,Male,rmockes6j@addtoany.com,rmockes6j,@solutiondtk.com,rmockes6j@solutiondtk.com,84,814-106-4804,+84 814-106-4804,36800-256,0781-3132,Data Engineer,Marketing,Da Nang,Khomeinishahr Payame Noor University,28/07/98,12/10/2021,12/12/2021,1 Year,4/16/2022,6/12/2022,"$24.129.592,74","$14.117.207,99",HSBC,48951-8089,"$21.955.863,52","$10.012.384,75","-$11.943.478,77",Riley Mockes,INDEN,http://qq.com/placerat/ante/nulla/justo/aliquam/quis/turpis.xml?luctus=in&et=hac&ultrices=habitasse&posuere=platea&cubilia=dictumst&curae=maecenas&duis=ut&faucibus=massa&accumsan=quis&odio=augue&curabitur=luctus&convallis=tincidunt&duis=nulla&consequat=mollis&dui=molestie&nec=lorem&nisi=quisque&volutpat=ut&eleifend=erat&donec=curabitur&ut=gravida&dolor=nisi&morbi=at&vel=nibh&lectus=in&in=hac&quam=habitasse&fringilla=platea&rhoncus=dictumst&mauris=aliquam&enim=augue&leo=quam&rhoncus=sollicitudin&sed=vitae&vestibulum=consectetuer,Part time,80,Online,3/22/2022,1/11/2022
237,Nguyễn Thị Linh Anh,Female,psedgmond6k@statcounter.com,psedgmond6k,@solutiondtk.com,psedgmond6k@solutiondtk.com,84,621-315-1851,+84 621-315-1851,55154-1493,54868-3765,Admin,Marketing,Da Nang,Hongik University,7/6/1996,25/03/21,25/05/21,1 Year,2/24/2020,1/13/2022,"$13.746.127,97","$5.580.709,54",HSBC,68788-9375,"$14.390.564,93","$8.165.418,43","-$6.225.146,50",Paola Sedgmond,MKT,https://cnet.com/aenean/auctor/gravida/sem/praesent/id.js?duis=quis&aliquam=orci&convallis=eget&nunc=orci&proin=vehicula&at=condimentum&turpis=curabitur&a=in&pede=libero&posuere=ut&nonummy=massa&integer=volutpat&non=convallis&velit=morbi&donec=odio&diam=odio&neque=elementum&vestibulum=eu&eget=interdum&vulputate=eu&ut=tincidunt&ultrices=in&vel=leo&augue=maecenas&vestibulum=pulvinar&ante=lobortis&ipsum=est&primis=phasellus&in=sit&faucibus=amet&orci=erat&luctus=nulla&et=tempus&ultrices=vivamus&posuere=in&cubilia=felis&curae=eu&donec=sapien&pharetra=cursus&magna=vestibulum&vestibulum=proin&aliquet=eu&ultrices=mi&erat=nulla&tortor=ac&sollicitudin=enim&mi=in&sit=tempor&amet=turpis&lobortis=nec&sapien=euismod&sapien=scelerisque&non=quam&mi=turpis&integer=adipiscing&ac=lorem&neque=vitae&duis=mattis&bibendum=nibh&morbi=ligula&non=nec&quam=sem&nec=duis&dui=aliquam&luctus=convallis&rutrum=nunc&nulla=proin&tellus=at&in=turpis&sagittis=a&dui=pede&vel=posuere&nisl=nonummy&duis=integer&ac=non&nibh=velit&fusce=donec&lacus=diam&purus=neque&aliquet=vestibulum&at=eget&feugiat=vulputate&non=ut&pretium=ultrices&quis=vel&lectus=augue&suspendisse=vestibulum&potenti=ante&in=ipsum,Part time,80,Online,12/6/2021,9/11/2022
239,Lê Văn Thành,Female,sjaulme6m@digg.com,sjaulme6m,@solutiondtk.com,sjaulme6m@solutiondtk.com,84,141-424-5156,+84 141-424-5156,61995-0320,68788-9391,Content Marketing,Sales,Ho Chi Minh,University of Bahrain,20/01/00,2/2/2021,2/4/2021,Infinity,1/14/2021,,"$8.283.756,21","$698.715,47",HSBC,60429-617,"$16.420.895,74","$7.585.040,74","-$8.835.855,00",Sallyann Jaulme,INDEN,https://wikia.com/suspendisse/potenti/nullam/porttitor/lacus.aspx?tortor=sem&id=praesent&nulla=id&ultrices=massa&aliquet=id&maecenas=nisl&leo=venenatis&odio=lacinia&condimentum=aenean&id=sit&luctus=amet&nec=justo&molestie=morbi&sed=ut&justo=odio&pellentesque=cras&viverra=mi&pede=pede&ac=malesuada&diam=in&cras=imperdiet&pellentesque=et&volutpat=commodo&dui=vulputate&maecenas=justo&tristique=in&est=blandit&et=ultrices&tempus=enim&semper=lorem&est=ipsum&quam=dolor&pharetra=sit&magna=amet&ac=consectetuer&consequat=adipiscing&metus=elit,Full time,100,Hybrid,2/11/2022,12/27/2021
241,Đinh Tuấn Thành,Male,dplumtree6o@constantcontact.com,dplumtree6o,@solutiondtk.com,dplumtree6o@solutiondtk.com,84,987-867-3827,+84 987-867-3827,13668-340,11523-7268,Accountant,Marketing,Ho Chi Minh,Université d'Antsiranana,4/11/1996,21/04/21,21/06/21,Probation,6/17/2020,3/1/2022,"$22.227.080,10","$6.823.513,43",HSBC,0615-7554,"$27.913.647,54","$15.403.566,67","-$12.510.080,87",Donaugh Plumtree,EMBI,http://quantcast.com/at/turpis/a/pede/posuere.js?neque=commodo&aenean=placerat&auctor=praesent&gravida=blandit&sem=nam&praesent=nulla&id=integer&massa=pede&id=justo&nisl=lacinia&venenatis=eget&lacinia=tincidunt&aenean=eget&sit=tempus&amet=vel&justo=pede&morbi=morbi&ut=porttitor&odio=lorem&cras=id&mi=ligula&pede=suspendisse&malesuada=ornare&in=consequat&imperdiet=lectus&et=in&commodo=est&vulputate=risus&justo=auctor&in=sed&blandit=tristique&ultrices=in&enim=tempus&lorem=sit&ipsum=amet&dolor=sem&sit=fusce&amet=consequat&consectetuer=nulla&adipiscing=nisl&elit=nunc&proin=nisl&interdum=duis&mauris=bibendum&non=felis&ligula=sed&pellentesque=interdum&ultrices=venenatis&phasellus=turpis&id=enim&sapien=blandit&in=mi&sapien=in&iaculis=porttitor&congue=pede&vivamus=justo&metus=eu&arcu=massa&adipiscing=donec&molestie=dapibus&hendrerit=duis&at=at&vulputate=velit&vitae=eu&nisl=est&aenean=congue&lectus=elementum&pellentesque=in&eget=hac&nunc=habitasse&donec=platea&quis=dictumst&orci=morbi&eget=vestibulum&orci=velit&vehicula=id&condimentum=pretium&curabitur=iaculis&in=diam,Full time,80,Hybrid,2/13/2022,11/2/2021
242,Lê Quang Hải Đăng,Female,umacneachtain6p@yelp.com,umacneachtain6p,@solutiondtk.com,umacneachtain6p@solutiondtk.com,84,155-795-2130,+84 155-795-2130,63629-1374,58118-0202,HR,Sales,Da Nang,Universidad Nacional de Salta,17/04/00,8/9/2020,8/11/2020,Probation,6/28/2021,1/17/2023,"$19.216.612,17","$2.331.795,75",HSBC,59779-847,"$19.418.514,87","$16.884.816,42","-$2.533.698,45",Uta MacNeachtain,EMBI,http://washingtonpost.com/morbi/a/ipsum.html?lectus=vestibulum&in=ante&est=ipsum&risus=primis&auctor=in&sed=faucibus&tristique=orci&in=luctus&tempus=et&sit=ultrices&amet=posuere&sem=cubilia&fusce=curae&consequat=nulla&nulla=dapibus&nisl=dolor&nunc=vel&nisl=est&duis=donec&bibendum=odio&felis=justo&sed=sollicitudin&interdum=ut&venenatis=suscipit&turpis=a&enim=feugiat&blandit=et&mi=eros&in=vestibulum&porttitor=ac&pede=est&justo=lacinia&eu=nisi&massa=venenatis&donec=tristique&dapibus=fusce&duis=congue&at=diam&velit=id&eu=ornare&est=imperdiet&congue=sapien&elementum=urna&in=pretium&hac=nisl&habitasse=ut&platea=volutpat&dictumst=sapien&morbi=arcu&vestibulum=sed&velit=augue&id=aliquam&pretium=erat&iaculis=volutpat&diam=in&erat=congue&fermentum=etiam&justo=justo&nec=etiam&condimentum=pretium&neque=iaculis&sapien=justo&placerat=in&ante=hac&nulla=habitasse&justo=platea&aliquam=dictumst&quis=etiam&turpis=faucibus&eget=cursus&elit=urna&sodales=ut&scelerisque=tellus&mauris=nulla&sit=ut&amet=erat&eros=id&suspendisse=mauris&accumsan=vulputate,Part time,80,Online,10/11/2022,3/17/2022
245,Đinh Nguyệt Trâm,Male,dclac6s@japanpost.jp,dclac6s,@solutiondtk.com,dclac6s@solutiondtk.com,84,961-698-9053,+84 961-698-9053,54868-3826,0904-6410,Project Manager,Management,Hanoi,Universidad Rey Juan Carlos,20/07/00,14/09/21,14/11/21,1 Year,2/21/2021,1/17/2023,"$11.404.423,51","$57.133,87",HSBC,53808-0988,"$26.352.205,59","$11.347.289,64","-$15.004.915,95",Dav Clac,SISS,https://goo.ne.jp/cras/pellentesque/volutpat/dui/maecenas/tristique.jpg?ante=enim&vivamus=lorem&tortor=ipsum&duis=dolor&mattis=sit&egestas=amet&metus=consectetuer&aenean=adipiscing,Full time,100,Offline,3/25/2022,6/8/2022
249,Trần Minh Đức,Male,spinnegar6w@statcounter.com,spinnegar6w,@solutiondtk.com,spinnegar6w@solutiondtk.com,84,513-389-5083,+84 513-389-5083,68084-804,51393-7633,HR,Technology,Ho Chi Minh,University of Zimbabwe,3/10/1999,17/01/21,17/03/21,Infinity,2/19/2020,,"$19.772.459,00","$3.078.981,76",HSBC,68152-102,"$26.068.698,58","$16.693.477,24","-$9.375.221,34",Shurlocke Pinnegar,SISS,https://tinyurl.com/risus/semper/porta/volutpat/quam/pede.jsp?augue=integer&aliquam=pede&erat=justo&volutpat=lacinia&in=eget&congue=tincidunt&etiam=eget&justo=tempus&etiam=vel&pretium=pede&iaculis=morbi&justo=porttitor&in=lorem&hac=id&habitasse=ligula&platea=suspendisse&dictumst=ornare&etiam=consequat&faucibus=lectus&cursus=in&urna=est&ut=risus&tellus=auctor&nulla=sed&ut=tristique&erat=in&id=tempus&mauris=sit&vulputate=amet&elementum=sem&nullam=fusce&varius=consequat&nulla=nulla&facilisi=nisl&cras=nunc&non=nisl&velit=duis&nec=bibendum&nisi=felis&vulputate=sed&nonummy=interdum&maecenas=venenatis&tincidunt=turpis&lacus=enim&at=blandit&velit=mi&vivamus=in&vel=porttitor&nulla=pede&eget=justo&eros=eu&elementum=massa&pellentesque=donec&quisque=dapibus&porta=duis&volutpat=at,Part time,100,Online,10/31/2021,7/20/2022
254,Trần Ngọc Long,Female,rdur71@dailymail.co.uk,rdur71,@solutiondtk.com,rdur71@solutiondtk.com,84,514-489-9458,+84 514-489-9458,61995-2825,10578-005,Digital Marketing,Sales,Da Nang,Fachhochschule Nordostniedersachsen,21/06/00,14/11/21,14/01/22,1 Year,4/1/2021,11/11/2021,"$14.002.699,29","$6.496.482,55",HSBC,41520-437,"$17.933.587,82","$7.506.216,74","-$10.427.371,08",Reine Dur,INDEN,https://gov.uk/proin/at/turpis.html?turpis=lectus&a=vestibulum&pede=quam&posuere=sapien&nonummy=varius&integer=ut&non=blandit&velit=non&donec=interdum&diam=in&neque=ante&vestibulum=vestibulum&eget=ante&vulputate=ipsum&ut=primis&ultrices=in&vel=faucibus&augue=orci&vestibulum=luctus&ante=et&ipsum=ultrices&primis=posuere&in=cubilia&faucibus=curae&orci=duis&luctus=faucibus,Part time,80,Offline,10/7/2022,12/7/2021
255,Nguyễn Khắc Dũng,Male,amacveigh72@ask.com,amacveigh72,@solutiondtk.com,amacveigh72@solutiondtk.com,84,970-207-2129,+84 970-207-2129,0069-0070,52815-124,Accountant,Marketing,Hanoi,Katholisch-Theologische Privatuniversität Linz,21/01/98,24/01/22,24/03/22,1 Year,8/20/2021,3/17/2023,"$23.969.209,47","$11.845.123,68",HSBC,49349-855,"$24.534.668,33","$12.124.085,79","-$12.410.582,54",Auberon Macveigh,INDEN,https://si.edu/ut/dolor/morbi/vel/lectus.jsp?pede=ultrices&ac=posuere&diam=cubilia&cras=curae&pellentesque=nulla&volutpat=dapibus&dui=dolor&maecenas=vel&tristique=est&est=donec&et=odio&tempus=justo&semper=sollicitudin&est=ut&quam=suscipit&pharetra=a&magna=feugiat&ac=et&consequat=eros&metus=vestibulum&sapien=ac&ut=est&nunc=lacinia&vestibulum=nisi&ante=venenatis&ipsum=tristique&primis=fusce&in=congue&faucibus=diam&orci=id&luctus=ornare&et=imperdiet&ultrices=sapien&posuere=urna&cubilia=pretium&curae=nisl&mauris=ut&viverra=volutpat&diam=sapien&vitae=arcu&quam=sed&suspendisse=augue&potenti=aliquam&nullam=erat&porttitor=volutpat&lacus=in&at=congue&turpis=etiam&donec=justo&posuere=etiam&metus=pretium&vitae=iaculis&ipsum=justo&aliquam=in&non=hac&mauris=habitasse&morbi=platea&non=dictumst,Full time,100,Offline,3/30/2022,9/23/2022
259,Đặng Đại Lợi,Male,landrysiak76@oaic.gov.au,landrysiak76,@solutiondtk.com,landrysiak76@solutiondtk.com,84,998-727-9188,+84 998-727-9188,49738-763,13925-100,Sales,Marketing,Hanoi,John Paul the Great Catholic University,9/2/2000,20/04/21,20/06/21,Probation,5/31/2021,5/28/2022,"$23.547.151,58","$11.212.595,57",HSBC,58474-020,"$21.052.008,14","$12.334.556,01","-$8.717.452,13",Lauritz Andrysiak,INDEN,http://amazon.com/mauris/viverra/diam/vitae/quam.jpg?habitasse=in&platea=tempor&dictumst=turpis&aliquam=nec&augue=euismod&quam=scelerisque&sollicitudin=quam&vitae=turpis&consectetuer=adipiscing&eget=lorem&rutrum=vitae&at=mattis&lorem=nibh&integer=ligula&tincidunt=nec&ante=sem&vel=duis&ipsum=aliquam&praesent=convallis&blandit=nunc&lacinia=proin&erat=at&vestibulum=turpis&sed=a&magna=pede&at=posuere&nunc=nonummy&commodo=integer&placerat=non&praesent=velit&blandit=donec&nam=diam&nulla=neque&integer=vestibulum&pede=eget&justo=vulputate&lacinia=ut&eget=ultrices&tincidunt=vel&eget=augue&tempus=vestibulum&vel=ante&pede=ipsum&morbi=primis&porttitor=in&lorem=faucibus&id=orci&ligula=luctus&suspendisse=et&ornare=ultrices&consequat=posuere&lectus=cubilia&in=curae&est=donec&risus=pharetra&auctor=magna&sed=vestibulum&tristique=aliquet&in=ultrices&tempus=erat&sit=tortor&amet=sollicitudin&sem=mi&fusce=sit&consequat=amet&nulla=lobortis&nisl=sapien&nunc=sapien&nisl=non&duis=mi&bibendum=integer&felis=ac&sed=neque&interdum=duis&venenatis=bibendum,Part time,100,Online,6/7/2022,6/1/2022
260,Nguyễn Văn Hòa,Female,bledwidge77@si.edu,bledwidge77,@solutiondtk.com,bledwidge77@solutiondtk.com,84,476-635-2812,+84 476-635-2812,68180-404,51079-779,Sales,Sales,Hanoi,North Eastern Hill University,21/11/98,7/11/2021,7/1/2022,1 Year,11/26/2021,6/1/2022,"$11.285.643,45","$570.025,11",HSBC,24385-337,"$13.710.306,39","$10.715.618,34","-$2.994.688,05",Bunnie Ledwidge,SISS,https://about.me/justo/etiam/pretium/iaculis/justo/in.js?diam=suspendisse&id=potenti&ornare=in&imperdiet=eleifend&sapien=quam&urna=a&pretium=odio&nisl=in&ut=hac&volutpat=habitasse,Part time,100,Offline,7/4/2022,3/26/2022
261,Nguyễn Thị Linh,Male,ejentzsch78@spiegel.de,ejentzsch78,@solutiondtk.com,ejentzsch78@solutiondtk.com,84,964-290-4025,+84 964-290-4025,0185-0055,0363-0214,Accountant,Sales,Da Nang,Fayetteville State University,19/06/96,22/12/21,22/02/22,Probation,3/16/2020,5/21/2022,"$16.389.971,67","$989.321,54",HSBC,63868-945,"$25.812.096,93","$15.400.650,13","-$10.411.446,80",Ernestus Jentzsch,SISS,https://ocn.ne.jp/libero/quis/orci/nullam/molestie/nibh.xml?mus=sem&etiam=mauris&vel=laoreet&augue=ut&vestibulum=rhoncus&rutrum=aliquet&rutrum=pulvinar&neque=sed&aenean=nisl&auctor=nunc&gravida=rhoncus&sem=dui&praesent=vel&id=sem&massa=sed&id=sagittis&nisl=nam&venenatis=congue&lacinia=risus&aenean=semper&sit=porta&amet=volutpat&justo=quam&morbi=pede&ut=lobortis&odio=ligula&cras=sit&mi=amet&pede=eleifend&malesuada=pede&in=libero&imperdiet=quis&et=orci&commodo=nullam&vulputate=molestie&justo=nibh&in=in&blandit=lectus&ultrices=pellentesque&enim=at&lorem=nulla&ipsum=suspendisse&dolor=potenti&sit=cras&amet=in&consectetuer=purus&adipiscing=eu&elit=magna&proin=vulputate&interdum=luctus&mauris=cum&non=sociis&ligula=natoque&pellentesque=penatibus,Part time,80,Hybrid,11/26/2021,1/19/2022
